data_inizio, data_fine, tipologia, id_giocatore
2021-08-26,2021-11-24,trimestrale,598376
2021-03-19,2021-04-18,mensile,565641
2019-09-23,2020-09-22,annuale,431193
2019-08-14,2019-09-13,mensile,435868
2020-05-15,2020-08-13,trimestrale,579192
2022-07-15,2023-07-15,annuale,554716
2018-08-20,2019-08-20,annuale,523899
2022-03-18,2022-06-16,trimestrale,486432
2021-07-07,2021-08-06,mensile,576462
2020-11-15,2021-11-15,annuale,561983
2022-10-07,2022-11-06,mensile,586064
2019-12-16,2020-01-15,mensile,416546
2021-09-07,2021-12-06,trimestrale,404899
2023-01-17,2023-02-16,mensile,600256
2022-05-08,2022-08-06,trimestrale,515080
2018-04-07,2018-07-06,trimestrale,570382
2022-12-26,2023-01-25,mensile,445521
2020-07-16,2020-08-15,mensile,412916
2022-10-14,2022-11-13,mensile,428260
2018-10-09,2018-11-08,mensile,501474
2022-02-01,2023-02-01,annuale,503827
2021-08-25,2022-08-25,annuale,541343
2018-04-03,2019-04-03,annuale,455778
2019-06-22,2019-07-22,mensile,488307
2018-07-07,2018-10-05,trimestrale,415664
2022-04-27,2022-07-26,trimestrale,420221
2020-01-30,2021-01-29,annuale,587337
2018-07-07,2018-10-05,trimestrale,543511
2022-11-10,2022-12-10,mensile,599021
2018-10-28,2019-01-26,trimestrale,486318
2018-03-15,2018-04-14,mensile,514478
2020-12-16,2021-03-16,trimestrale,536425
2020-07-28,2021-07-28,annuale,568952
2021-04-11,2021-05-11,mensile,480462
2022-11-26,2023-02-24,trimestrale,521091
2019-06-20,2020-06-19,annuale,575838
2021-04-08,2021-05-08,mensile,424296
2022-12-12,2023-03-12,trimestrale,403572
2022-07-15,2023-07-15,annuale,430319
2020-01-30,2021-01-29,annuale,481996
2021-12-11,2022-12-11,annuale,597308
2020-03-15,2020-04-14,mensile,464409
2018-10-19,2018-11-18,mensile,588771
2018-11-11,2018-12-11,mensile,483943
2019-08-04,2019-09-03,mensile,440305
2020-07-06,2020-10-04,trimestrale,595534
2018-03-04,2019-03-04,annuale,548659
2021-06-19,2021-07-19,mensile,456542
2019-02-24,2020-02-24,annuale,501827
2020-12-17,2021-03-17,trimestrale,430072
2020-07-14,2020-10-12,trimestrale,532137
2020-02-07,2020-05-07,trimestrale,564692
2022-08-25,2022-11-23,trimestrale,410830
2021-12-21,2022-12-21,annuale,415962
2021-08-29,2021-11-27,trimestrale,588591
2022-06-20,2023-06-20,annuale,434714
2020-04-01,2020-06-30,trimestrale,544142
2022-03-10,2022-04-09,mensile,480546
2021-05-26,2021-08-24,trimestrale,417401
2019-03-22,2020-03-21,annuale,492187
2021-11-13,2022-02-11,trimestrale,475868
2018-03-23,2018-04-22,mensile,469951
2018-07-01,2019-07-01,annuale,553822
2022-07-17,2022-08-16,mensile,526015
2020-08-19,2020-09-18,mensile,538089
2021-02-18,2021-05-19,trimestrale,512669
2022-05-14,2022-06-13,mensile,409310
2019-07-03,2020-07-02,annuale,590516
2021-03-10,2021-06-08,trimestrale,494190
2019-03-19,2020-03-18,annuale,433411
2022-04-07,2023-04-07,annuale,509034
2018-06-15,2019-06-15,annuale,411464
2022-08-28,2022-11-26,trimestrale,598060
2019-01-01,2019-01-31,mensile,503838
2021-10-09,2021-11-08,mensile,565933
2021-10-30,2021-11-29,mensile,467598
2021-07-21,2021-08-20,mensile,438475
2019-09-08,2020-09-07,annuale,456440
2021-11-17,2021-12-17,mensile,484225
2019-07-11,2020-07-10,annuale,511288
2018-03-30,2018-06-28,trimestrale,440788
2021-12-07,2022-03-07,trimestrale,574013
2020-02-01,2020-05-01,trimestrale,532200
2018-11-28,2019-02-26,trimestrale,555863
2018-03-23,2018-06-21,trimestrale,585234
2018-07-25,2018-08-24,mensile,586360
2022-05-06,2022-06-05,mensile,590698
2022-04-15,2022-07-14,trimestrale,461756
2018-12-11,2019-12-11,annuale,415338
2022-02-21,2022-03-23,mensile,453510
2021-09-14,2021-12-13,trimestrale,407037
2018-02-23,2018-05-24,trimestrale,457313
2018-10-10,2018-11-09,mensile,449399
2021-10-05,2022-10-05,annuale,578044
2022-04-26,2022-05-26,mensile,430389
2018-06-09,2018-09-07,trimestrale,535881
2020-12-23,2021-03-23,trimestrale,466357
2020-09-25,2021-09-25,annuale,472131
2020-11-09,2021-11-09,annuale,441641
2021-02-07,2022-02-07,annuale,488819
2019-06-22,2019-07-22,mensile,497521
2018-05-07,2018-06-06,mensile,569308
2018-03-25,2018-06-23,trimestrale,420884
2020-07-29,2020-10-27,trimestrale,442350
2018-03-03,2018-04-02,mensile,483621
2020-09-03,2020-10-03,mensile,429684
2018-04-05,2018-05-05,mensile,491019
2018-06-22,2019-06-22,annuale,580388
2022-12-21,2023-01-20,mensile,415862
2021-08-14,2021-11-12,trimestrale,589715
2022-03-03,2023-03-03,annuale,567843
2019-12-28,2020-12-27,annuale,531489
2022-06-13,2022-07-13,mensile,514992
2019-04-21,2019-05-21,mensile,506908
2018-09-16,2018-12-15,trimestrale,569699
2022-02-13,2022-05-14,trimestrale,569593
2018-06-12,2018-09-10,trimestrale,529213
2023-01-04,2024-01-04,annuale,427185
2021-09-10,2021-10-10,mensile,514842
2019-03-04,2019-04-03,mensile,469353
2022-06-03,2022-09-01,trimestrale,420439
2020-01-18,2020-04-17,trimestrale,423869
2021-02-15,2021-03-17,mensile,430806
2019-03-04,2020-03-03,annuale,487581
2019-06-05,2020-06-04,annuale,500516
2021-02-08,2021-05-09,trimestrale,470650
2020-12-21,2021-01-20,mensile,442167
2021-10-01,2022-10-01,annuale,502675
2021-06-20,2021-09-18,trimestrale,432201
2022-02-24,2023-02-24,annuale,407332
2020-06-12,2020-09-10,trimestrale,499645
2018-06-29,2018-09-27,trimestrale,491025
2020-09-29,2020-12-28,trimestrale,511669
2021-02-22,2021-03-24,mensile,551199
2018-03-26,2019-03-26,annuale,570441
2020-07-25,2021-07-25,annuale,504685
2020-04-29,2021-04-29,annuale,421324
2018-10-05,2019-10-05,annuale,570540
2021-05-31,2021-08-29,trimestrale,504283
2018-08-19,2018-11-17,trimestrale,571511
2019-05-25,2020-05-24,annuale,524402
2019-12-23,2020-12-22,annuale,491611
2019-06-30,2019-07-30,mensile,567905
2019-05-12,2019-08-10,trimestrale,572306
2019-02-08,2020-02-08,annuale,591857
2021-04-09,2021-07-08,trimestrale,545355
2021-05-20,2021-08-18,trimestrale,526323
2020-12-18,2021-12-18,annuale,593446
2020-02-25,2020-03-26,mensile,472646
2022-03-31,2023-03-31,annuale,549200
2020-06-09,2020-09-07,trimestrale,558048
2018-11-03,2018-12-03,mensile,469410
2021-10-08,2021-11-07,mensile,458496
2018-02-28,2019-02-28,annuale,553555
2021-03-29,2021-04-28,mensile,443871
2021-08-21,2021-11-19,trimestrale,405913
2021-09-13,2021-10-13,mensile,517647
2018-05-07,2019-05-07,annuale,550772
2022-07-05,2022-10-03,trimestrale,598152
2021-03-17,2021-04-16,mensile,401210
2018-07-06,2019-07-06,annuale,411087
2018-02-21,2018-05-22,trimestrale,557976
2019-03-11,2020-03-10,annuale,561662
2019-12-15,2020-12-14,annuale,589526
2018-09-23,2018-12-22,trimestrale,572780
2022-03-29,2022-06-27,trimestrale,550171
2019-09-30,2019-12-29,trimestrale,563960
2019-02-03,2019-05-04,trimestrale,463226
2022-02-14,2022-03-16,mensile,476060
2021-12-07,2022-01-06,mensile,436907
2018-11-22,2019-11-22,annuale,594310
2019-09-28,2020-09-27,annuale,492674
2020-08-25,2020-11-23,trimestrale,512360
2018-09-27,2018-12-26,trimestrale,440522
2020-04-14,2021-04-14,annuale,428023
2019-03-12,2019-06-10,trimestrale,465887
2019-09-21,2019-10-21,mensile,466280
2020-02-07,2020-03-08,mensile,462489
2022-07-12,2022-08-11,mensile,433526
2022-11-18,2023-11-18,annuale,438330
2021-06-21,2022-06-21,annuale,497197
2020-01-16,2021-01-15,annuale,551951
2018-12-19,2019-01-18,mensile,501150
2021-11-12,2021-12-12,mensile,489579
2018-10-24,2019-10-24,annuale,564780
2022-11-19,2023-11-19,annuale,421369
2022-03-05,2022-04-04,mensile,504262
2019-11-05,2019-12-05,mensile,425981
2022-05-11,2022-06-10,mensile,497825
2022-12-11,2023-12-11,annuale,536352
2019-02-13,2019-03-15,mensile,445674
2018-07-23,2019-07-23,annuale,446185
2018-06-20,2018-07-20,mensile,547153
2018-05-04,2018-06-03,mensile,560799
2021-08-20,2022-08-20,annuale,539211
2019-06-09,2019-07-09,mensile,597416
2019-06-10,2019-09-08,trimestrale,540117
2020-02-27,2021-02-26,annuale,513031
2018-05-08,2018-08-06,trimestrale,494211
2019-09-15,2019-12-14,trimestrale,415973
2022-09-24,2022-10-24,mensile,449941
2021-02-25,2021-05-26,trimestrale,507224
2020-05-03,2020-08-01,trimestrale,480968
2021-11-26,2021-12-26,mensile,593702
2019-09-09,2019-10-09,mensile,504065
2022-12-18,2023-01-17,mensile,422425
2018-04-02,2019-04-02,annuale,512633
2021-07-09,2021-08-08,mensile,539447
2018-06-12,2019-06-12,annuale,471445
2022-01-02,2022-04-02,trimestrale,521341
2018-07-02,2018-09-30,trimestrale,537467
2019-10-07,2020-10-06,annuale,473896
2022-08-19,2023-08-19,annuale,414387
2022-05-27,2022-06-26,mensile,550606
2019-07-01,2020-06-30,annuale,547566
2020-02-11,2021-02-10,annuale,506534
2020-01-16,2020-02-15,mensile,414048
2022-06-03,2022-07-03,mensile,408661
2022-02-12,2023-02-12,annuale,571938
2022-02-23,2022-03-25,mensile,539995
2021-02-25,2022-02-25,annuale,599075
2018-02-26,2018-05-27,trimestrale,507456
2022-01-23,2022-02-22,mensile,501335
2022-07-26,2022-08-25,mensile,488476
2018-12-07,2019-01-06,mensile,591008
2022-09-04,2022-10-04,mensile,514073
2019-01-31,2020-01-31,annuale,559496
2022-01-07,2023-01-07,annuale,445458
2021-06-06,2022-06-06,annuale,429771
2023-01-22,2023-02-21,mensile,516827
2018-09-23,2018-12-22,trimestrale,443328
2018-08-09,2019-08-09,annuale,493309
2019-01-08,2019-04-08,trimestrale,409015
2022-01-02,2022-02-01,mensile,539261
2023-01-18,2023-04-18,trimestrale,439797
2021-12-25,2022-12-25,annuale,550995
2022-07-16,2022-10-14,trimestrale,534138
2020-10-07,2021-01-05,trimestrale,526781
2021-06-09,2021-07-09,mensile,489233
2021-08-22,2021-09-21,mensile,526044
2019-01-20,2020-01-20,annuale,425959
2020-06-15,2020-09-13,trimestrale,517286
2021-01-08,2021-04-08,trimestrale,504544
2021-03-28,2022-03-28,annuale,452578
2021-06-16,2021-09-14,trimestrale,535685
2020-10-09,2021-10-09,annuale,486113
2020-09-19,2020-12-18,trimestrale,481298
2019-08-04,2019-09-03,mensile,568061
2018-10-09,2018-11-08,mensile,507193
2022-12-21,2023-03-21,trimestrale,520083
2019-07-31,2019-08-30,mensile,404680
2021-02-06,2022-02-06,annuale,404944
2020-09-26,2020-10-26,mensile,492253
2018-12-04,2019-03-04,trimestrale,535625
2021-10-17,2022-10-17,annuale,595942
2022-08-02,2022-09-01,mensile,580927
2022-05-26,2022-08-24,trimestrale,425713
2021-01-20,2022-01-20,annuale,554868
2020-11-30,2020-12-30,mensile,530848
2020-04-08,2020-05-08,mensile,463080
2018-11-24,2019-11-24,annuale,458770
2022-02-24,2022-05-25,trimestrale,461206
2022-08-21,2023-08-21,annuale,428455
2021-04-18,2021-05-18,mensile,553829
2023-01-25,2023-04-25,trimestrale,552941
2018-05-07,2018-08-05,trimestrale,571649
2022-10-09,2023-10-09,annuale,444139
2019-08-18,2019-09-17,mensile,470996
2018-12-20,2019-12-20,annuale,401571
2020-01-07,2020-04-06,trimestrale,492579
2023-01-30,2023-04-30,trimestrale,518127
2023-01-18,2024-01-18,annuale,550783
2019-04-15,2020-04-14,annuale,440784
2019-02-07,2020-02-07,annuale,498740
2021-06-09,2021-09-07,trimestrale,515100
2020-11-10,2020-12-10,mensile,447814
2019-11-30,2020-11-29,annuale,470053
2018-09-06,2018-10-06,mensile,584321
2019-12-23,2020-03-22,trimestrale,497271
2019-02-06,2019-03-08,mensile,412917
2022-04-28,2022-07-27,trimestrale,411892
2021-04-05,2021-07-04,trimestrale,598161
2019-12-06,2020-12-05,annuale,558857
2020-01-04,2020-04-03,trimestrale,474714
2021-12-01,2022-03-01,trimestrale,442559
2019-09-27,2019-12-26,trimestrale,563118
2020-10-06,2021-10-06,annuale,518752
2019-09-29,2019-12-28,trimestrale,462755
2019-01-17,2019-04-17,trimestrale,471128
2021-04-25,2022-04-25,annuale,483591
2021-11-24,2022-02-22,trimestrale,560713
2020-04-24,2021-04-24,annuale,507630
2020-05-28,2020-08-26,trimestrale,495364
2019-02-22,2019-03-24,mensile,409931
2021-05-15,2021-08-13,trimestrale,576848
2022-05-14,2023-05-14,annuale,405770
2022-06-24,2023-06-24,annuale,476255
2022-10-05,2022-11-04,mensile,520940
2019-08-21,2019-11-19,trimestrale,406322
2022-02-23,2022-03-25,mensile,431585
2019-04-05,2019-07-04,trimestrale,538424
2022-07-31,2022-08-30,mensile,519867
2021-01-30,2021-04-30,trimestrale,591788
2022-02-04,2022-03-06,mensile,596173
2022-04-30,2022-05-30,mensile,471805
2018-09-09,2018-12-08,trimestrale,503988
2020-08-13,2021-08-13,annuale,588134
2022-04-25,2022-07-24,trimestrale,402527
2022-12-06,2023-01-05,mensile,469608
2022-06-17,2022-07-17,mensile,540261
2021-12-10,2022-12-10,annuale,576533
2019-10-16,2019-11-15,mensile,489108
2019-04-11,2019-07-10,trimestrale,513531
2022-11-26,2022-12-26,mensile,529919
2021-04-26,2021-07-25,trimestrale,460186
2019-02-13,2020-02-13,annuale,596376
2022-09-12,2023-09-12,annuale,497377
2021-11-04,2022-02-02,trimestrale,468259
2023-01-22,2023-04-22,trimestrale,422892
2019-04-10,2020-04-09,annuale,477534
2021-01-18,2021-04-18,trimestrale,580974
2020-05-29,2021-05-29,annuale,449747
2020-09-09,2020-10-09,mensile,544193
2018-03-27,2019-03-27,annuale,565872
2021-04-29,2021-07-28,trimestrale,418718
2018-07-06,2018-08-05,mensile,583195
2022-09-15,2022-12-14,trimestrale,553460
2018-11-02,2019-01-31,trimestrale,429224
2019-02-08,2019-03-10,mensile,538404
2022-05-27,2022-08-25,trimestrale,412159
2020-01-25,2020-02-24,mensile,493785
2020-10-14,2021-01-12,trimestrale,433531
2023-01-09,2024-01-09,annuale,562251
2018-04-01,2019-04-01,annuale,493402
2022-03-07,2022-04-06,mensile,541385
2021-07-06,2022-07-06,annuale,579402
2022-03-08,2023-03-08,annuale,525980
2019-10-18,2020-01-16,trimestrale,582732
2021-06-28,2021-07-28,mensile,436742
2021-08-27,2022-08-27,annuale,515778
2019-12-25,2020-03-24,trimestrale,524553
2021-03-30,2022-03-30,annuale,432489
2018-11-25,2019-11-25,annuale,424330
2021-11-12,2021-12-12,mensile,426082
2022-02-10,2022-05-11,trimestrale,593330
2021-12-11,2022-03-11,trimestrale,462018
2020-07-30,2021-07-30,annuale,450464
2018-02-15,2018-03-17,mensile,577996
2018-10-21,2018-11-20,mensile,463587
2019-04-11,2019-05-11,mensile,574251
2021-02-01,2021-03-03,mensile,538046
2021-07-13,2021-08-12,mensile,488872
2022-09-20,2022-12-19,trimestrale,489050
2022-10-10,2023-01-08,trimestrale,408870
2021-12-25,2022-01-24,mensile,481069
2021-07-05,2021-08-04,mensile,504274
2019-05-23,2020-05-22,annuale,503578
2021-05-17,2022-05-17,annuale,456647
2018-10-14,2019-10-14,annuale,526190
2018-06-07,2018-09-05,trimestrale,539720
2021-01-12,2022-01-12,annuale,459810
2019-04-16,2019-05-16,mensile,572169
2020-02-26,2021-02-25,annuale,583903
2020-09-23,2021-09-23,annuale,416671
2019-03-06,2019-06-04,trimestrale,517113
2020-01-26,2021-01-25,annuale,479534
2021-09-12,2021-12-11,trimestrale,555418
2020-03-12,2021-03-12,annuale,593902
2018-08-08,2018-09-07,mensile,597992
2018-07-09,2018-10-07,trimestrale,404694
2021-03-07,2021-06-05,trimestrale,423756
2018-10-16,2018-11-15,mensile,533233
2020-01-08,2021-01-07,annuale,457146
2020-03-30,2021-03-30,annuale,402775
2020-07-05,2020-08-04,mensile,596168
2020-10-14,2021-10-14,annuale,506519
2022-06-28,2022-09-26,trimestrale,595660
2021-09-13,2022-09-13,annuale,487020
2020-04-20,2020-05-20,mensile,577254
2019-09-02,2019-12-01,trimestrale,593580
2019-06-22,2020-06-21,annuale,478222
2022-02-07,2023-02-07,annuale,450013
2022-08-10,2022-09-09,mensile,410887
2022-09-25,2022-10-25,mensile,546041
2020-10-16,2020-11-15,mensile,564503
2022-10-31,2023-10-31,annuale,516328
2020-03-30,2020-06-28,trimestrale,540951
2018-04-22,2018-07-21,trimestrale,500238
2022-10-28,2023-10-28,annuale,468993
2022-07-17,2022-08-16,mensile,461058
2022-04-20,2022-05-20,mensile,548526
2018-11-13,2018-12-13,mensile,483698
2021-09-23,2021-10-23,mensile,542492
2021-05-04,2021-06-03,mensile,408692
2022-03-02,2023-03-02,annuale,440838
2021-12-05,2022-01-04,mensile,527095
2019-11-05,2019-12-05,mensile,414700
2019-01-26,2019-04-26,trimestrale,423866
2018-06-21,2018-09-19,trimestrale,455467
2022-08-04,2023-08-04,annuale,516461
2021-05-21,2021-08-19,trimestrale,490713
2020-07-15,2020-10-13,trimestrale,498743
2018-07-12,2018-08-11,mensile,573560
2020-05-20,2021-05-20,annuale,560908
2021-10-15,2022-01-13,trimestrale,556268
2020-11-18,2020-12-18,mensile,535068
2020-08-23,2020-09-22,mensile,489833
2019-08-04,2020-08-03,annuale,417636
2018-09-20,2018-12-19,trimestrale,458979
2022-05-05,2022-06-04,mensile,449933
2022-02-24,2023-02-24,annuale,426843
2021-05-04,2022-05-04,annuale,513147
2019-05-03,2019-08-01,trimestrale,440567
2021-08-28,2021-11-26,trimestrale,537210
2022-08-16,2022-11-14,trimestrale,582588
2022-03-23,2023-03-23,annuale,463510
2019-12-31,2020-01-30,mensile,450623
2022-07-29,2023-07-29,annuale,502027
2020-04-29,2020-05-29,mensile,502496
2019-02-19,2019-05-20,trimestrale,458842
2021-05-05,2021-08-03,trimestrale,443517
2019-04-04,2020-04-03,annuale,463967
2018-12-14,2019-03-14,trimestrale,584200
2021-06-28,2021-07-28,mensile,482337
2020-01-28,2021-01-27,annuale,414872
2022-10-20,2023-10-20,annuale,461108
2021-03-12,2021-04-11,mensile,408307
2021-08-04,2021-11-02,trimestrale,403426
2020-04-24,2021-04-24,annuale,497927
2023-01-04,2024-01-04,annuale,599888
2018-09-15,2019-09-15,annuale,597890
2020-11-04,2021-02-02,trimestrale,444862
2018-04-03,2018-07-02,trimestrale,431295
2019-07-10,2019-08-09,mensile,586973
2019-02-28,2020-02-28,annuale,475651
2019-02-23,2019-05-24,trimestrale,476021
2023-01-11,2023-04-11,trimestrale,532977
2021-08-08,2021-11-06,trimestrale,421083
2020-06-18,2020-07-18,mensile,500843
2020-11-10,2021-02-08,trimestrale,490263
2019-12-12,2020-03-11,trimestrale,454968
2021-11-02,2022-01-31,trimestrale,498040
2021-02-21,2022-02-21,annuale,494306
2020-03-07,2020-04-06,mensile,507540
2021-02-27,2022-02-27,annuale,412540
2021-10-20,2022-10-20,annuale,480886
2022-01-04,2022-04-04,trimestrale,418771
2021-06-08,2021-07-08,mensile,440849
2018-07-24,2018-08-23,mensile,456375
2023-01-16,2024-01-16,annuale,495374
2021-08-06,2021-11-04,trimestrale,487683
2020-02-11,2021-02-10,annuale,410757
2021-01-18,2021-04-18,trimestrale,591995
2021-06-20,2022-06-20,annuale,542268
2020-05-10,2020-08-08,trimestrale,588358
2023-01-05,2024-01-05,annuale,456686
2018-06-10,2019-06-10,annuale,406686
2019-10-10,2019-11-09,mensile,427917
2022-12-25,2023-01-24,mensile,470630
2020-07-14,2021-07-14,annuale,574350
2018-08-27,2019-08-27,annuale,450704
2019-04-14,2019-07-13,trimestrale,502846
2021-04-26,2021-05-26,mensile,505360
2018-12-17,2019-03-17,trimestrale,584365
2019-02-16,2020-02-16,annuale,558282
2021-07-02,2022-07-02,annuale,562729
2018-03-30,2019-03-30,annuale,417183
2020-06-24,2020-09-22,trimestrale,587520
2018-07-20,2018-10-18,trimestrale,547048
2022-03-24,2023-03-24,annuale,527862
2021-11-24,2022-02-22,trimestrale,537019
2021-11-09,2022-11-09,annuale,460408
2022-05-24,2022-06-23,mensile,478805
2019-06-10,2019-09-08,trimestrale,589656
2022-09-08,2022-12-07,trimestrale,438886
2021-05-07,2021-08-05,trimestrale,542914
2021-06-10,2021-09-08,trimestrale,579261
2021-10-28,2022-01-26,trimestrale,426751
2022-02-07,2023-02-07,annuale,444866
2019-05-08,2019-08-06,trimestrale,434862
2022-01-30,2022-03-01,mensile,474647
2020-06-01,2020-08-30,trimestrale,540875
2020-03-27,2020-04-26,mensile,561819
2019-08-20,2020-08-19,annuale,401920
2020-06-18,2020-07-18,mensile,534468
2020-04-25,2021-04-25,annuale,466796
2022-03-03,2023-03-03,annuale,565849
2022-06-07,2023-06-07,annuale,490895
2020-04-23,2020-05-23,mensile,425055
2020-05-26,2021-05-26,annuale,541862
2019-06-19,2019-09-17,trimestrale,558629
2021-02-20,2021-03-22,mensile,590931
2019-10-20,2019-11-19,mensile,519480
2019-07-05,2019-08-04,mensile,518827
2019-09-07,2020-09-06,annuale,444823
2021-11-23,2022-11-23,annuale,570190
2022-04-18,2022-05-18,mensile,446229
2019-08-20,2019-11-18,trimestrale,438047
2020-07-30,2021-07-30,annuale,493657
2020-01-27,2021-01-26,annuale,490932
2022-03-16,2023-03-16,annuale,544131
2020-10-07,2020-11-06,mensile,517799
2023-01-02,2023-04-02,trimestrale,571791
2020-07-14,2020-10-12,trimestrale,552303
2018-05-15,2018-06-14,mensile,449989
2019-08-15,2020-08-14,annuale,544656
2021-04-26,2022-04-26,annuale,420935
2023-01-02,2024-01-02,annuale,459357
2022-08-28,2022-11-26,trimestrale,560535
2022-02-02,2022-05-03,trimestrale,593745
2018-08-20,2018-11-18,trimestrale,445213
2020-01-21,2020-02-20,mensile,482798
2019-12-18,2020-12-17,annuale,578345
2019-07-10,2019-08-09,mensile,414440
2022-07-28,2023-07-28,annuale,570427
2020-09-04,2021-09-04,annuale,472725
2018-06-13,2018-07-13,mensile,426873
2022-01-04,2023-01-04,annuale,570739
2022-07-12,2023-07-12,annuale,597708
2020-12-31,2021-03-31,trimestrale,455265
2019-10-26,2020-01-24,trimestrale,422519
2018-08-31,2018-09-30,mensile,412948
2018-06-08,2018-09-06,trimestrale,491983
2020-06-03,2020-09-01,trimestrale,493787
2020-01-09,2020-04-08,trimestrale,412644
2019-10-20,2020-10-19,annuale,510552
2021-07-24,2021-10-22,trimestrale,583245
2021-09-30,2021-12-29,trimestrale,518337
2019-08-06,2020-08-05,annuale,505532
2019-03-14,2019-06-12,trimestrale,507760
2018-10-27,2019-01-25,trimestrale,544058
2020-08-09,2020-09-08,mensile,525563
2019-09-04,2019-10-04,mensile,494370
2022-10-22,2022-11-21,mensile,480576
2022-11-20,2022-12-20,mensile,564404
2020-05-30,2021-05-30,annuale,467095
2018-11-24,2019-02-22,trimestrale,578676
2022-06-01,2022-08-30,trimestrale,530064
2022-10-12,2023-10-12,annuale,466419
2018-11-01,2019-11-01,annuale,539613
2018-08-06,2019-08-06,annuale,471095
2020-12-08,2021-03-08,trimestrale,458109
2021-09-14,2022-09-14,annuale,551687
2019-10-07,2019-11-06,mensile,581584
2022-03-09,2022-06-07,trimestrale,480683
2021-05-18,2021-08-16,trimestrale,402309
2019-02-18,2019-05-19,trimestrale,522462
2019-07-27,2020-07-26,annuale,494685
2021-03-13,2021-06-11,trimestrale,511915
2021-07-28,2022-07-28,annuale,565118
2020-09-17,2020-10-17,mensile,414315
2018-02-19,2018-05-20,trimestrale,551467
2020-07-04,2021-07-04,annuale,441099
2020-11-01,2020-12-01,mensile,484789
2021-05-19,2022-05-19,annuale,561603
2018-05-17,2018-06-16,mensile,555105
2020-05-02,2020-06-01,mensile,549130
2021-02-08,2022-02-08,annuale,492976
2022-10-13,2023-10-13,annuale,553718
2018-03-09,2018-04-08,mensile,524922
2020-10-13,2021-01-11,trimestrale,588540
2020-08-11,2020-09-10,mensile,484102
2020-08-02,2020-09-01,mensile,440882
2019-09-17,2019-10-17,mensile,585507
2018-05-27,2018-08-25,trimestrale,533402
2022-11-22,2023-11-22,annuale,582731
2021-08-07,2022-08-07,annuale,587134
2018-04-21,2019-04-21,annuale,502976
2022-12-26,2023-01-25,mensile,599445
2018-05-09,2018-08-07,trimestrale,502884
2021-07-14,2021-10-12,trimestrale,532671
2019-10-21,2019-11-20,mensile,528207
2020-10-29,2021-10-29,annuale,442465
2018-04-10,2019-04-10,annuale,535899
2020-11-12,2021-02-10,trimestrale,558000
2022-02-24,2022-03-26,mensile,422649
2019-06-04,2019-07-04,mensile,451524
2019-10-04,2019-11-03,mensile,563139
2020-12-15,2021-03-15,trimestrale,413761
2019-10-08,2020-01-06,trimestrale,527523
2020-04-06,2020-07-05,trimestrale,449707
2021-11-02,2022-11-02,annuale,473392
2020-02-23,2020-05-23,trimestrale,539956
2020-11-12,2020-12-12,mensile,441654
2021-08-28,2021-11-26,trimestrale,526446
2018-03-02,2019-03-02,annuale,593403
2020-08-02,2020-10-31,trimestrale,452956
2019-12-01,2020-11-30,annuale,428117
2020-07-13,2020-08-12,mensile,592436
2019-07-08,2019-08-07,mensile,495280
2022-04-13,2022-05-13,mensile,522338
2018-04-20,2018-07-19,trimestrale,528064
2018-09-07,2018-10-07,mensile,513077
2018-07-11,2018-08-10,mensile,490585
2021-10-27,2022-01-25,trimestrale,556444
2020-12-08,2021-12-08,annuale,460297
2020-12-19,2021-03-19,trimestrale,487624
2020-02-12,2020-05-12,trimestrale,517664
2022-10-23,2022-11-22,mensile,410633
2022-11-26,2023-11-26,annuale,442887
2022-09-12,2022-12-11,trimestrale,546825
2019-10-02,2019-11-01,mensile,516072
2019-06-08,2020-06-07,annuale,514449
2019-05-24,2020-05-23,annuale,519414
2022-12-29,2023-03-29,trimestrale,415763
2018-08-04,2018-11-02,trimestrale,445933
2019-05-29,2019-06-28,mensile,589770
2019-09-17,2019-12-16,trimestrale,472391
2018-09-28,2019-09-28,annuale,439883
2019-07-03,2019-10-01,trimestrale,569731
2023-01-04,2023-02-03,mensile,498550
2022-12-23,2023-01-22,mensile,523093
2022-04-15,2022-05-15,mensile,437920
2019-11-05,2019-12-05,mensile,404609
2021-11-10,2022-11-10,annuale,512395
2020-08-05,2020-11-03,trimestrale,463238
2022-05-24,2023-05-24,annuale,408614
2020-04-26,2020-07-25,trimestrale,429315
2021-07-09,2021-08-08,mensile,514618
2022-05-07,2022-08-05,trimestrale,517625
2018-04-08,2018-07-07,trimestrale,583179
2018-03-31,2019-03-31,annuale,402994
2018-03-22,2018-04-21,mensile,551183
2021-06-10,2021-07-10,mensile,577012
2021-05-10,2022-05-10,annuale,481663
2019-12-09,2020-03-08,trimestrale,405728
2019-05-28,2020-05-27,annuale,482270
2018-03-21,2018-04-20,mensile,420303
2018-02-20,2018-03-22,mensile,543929
2021-10-04,2022-10-04,annuale,587871
2021-07-08,2021-08-07,mensile,534935
2018-07-19,2018-10-17,trimestrale,478635
2020-02-11,2020-03-12,mensile,488759
2019-05-01,2019-07-30,trimestrale,481669
2020-12-21,2021-01-20,mensile,498413
2022-10-20,2023-10-20,annuale,562063
2018-10-06,2019-01-04,trimestrale,527177
2022-12-18,2023-01-17,mensile,519964
2020-01-28,2020-04-27,trimestrale,442701
2023-01-23,2023-04-23,trimestrale,461155
2021-04-22,2021-05-22,mensile,509632
2021-10-13,2021-11-12,mensile,545858
2023-01-23,2023-04-23,trimestrale,502477
2020-06-17,2021-06-17,annuale,554625
