ora_inizio,data,id_giocatore,punteggio,ora_fine,id_pista
12:26,2020-12-02,450511,112,14:06,5
15:47,2022-09-09,589642,249,21:36,12
17:55,2021-08-27,441378,81,19:55,7
13:58,2020-03-21,519187,227,20:43,9
19:06,2021-02-17,465440,223,20:27,6
17:51,2021-11-10,513149,93,19:50,3
12:09,2022-05-16,539971,278,21:05,10
10:22,2022-12-18,542169,22,17:34,2
13:39,2020-05-21,575134,259,17:37,12
19:39,2020-10-22,507069,257,21:59,15
10:02,2021-08-13,583191,160,14:23,11
15:31,2020-10-04,540074,116,17:36,15
14:29,2021-08-16,579166,218,18:23,1
16:59,2020-09-11,412562,172,21:04,3
21:58,2021-08-05,440591,196,21:59,10
10:38,2022-09-06,577886,176,20:48,8
13:25,2021-08-01,520565,11,14:29,8
21:44,2020-02-06,584049,199,21:58,11
19:15,2020-05-27,487163,200,20:06,8
09:30,2021-07-03,508246,111,10:26,5
10:06,2021-04-18,419059,213,11:09,5
19:31,2020-09-23,529398,61,21:18,2
12:03,2021-02-17,447249,69,17:56,9
18:31,2020-02-17,456451,19,21:11,10
19:48,2021-05-29,595094,2,20:56,14
13:41,2020-03-18,540189,89,16:45,8
19:45,2020-11-29,561957,215,21:16,13
13:31,2020-03-13,420233,119,14:19,6
10:36,2021-12-02,521998,161,12:30,3
11:47,2022-11-25,539708,277,16:40,11
21:41,2021-11-12,543899,277,21:45,11
10:28,2021-04-21,459487,163,18:02,14
19:43,2020-05-01,547454,64,20:01,8
09:23,2021-11-29,463805,253,13:34,3
10:52,2023-01-31,579938,49,12:18,11
16:06,2021-11-15,459699,41,17:39,11
11:34,2022-07-16,564300,51,12:20,8
13:16,2021-01-14,586364,90,21:35,6
16:55,2020-10-16,572782,160,17:10,12
09:09,2021-03-24,594111,215,11:30,14
19:28,2021-08-02,485166,292,20:28,4
12:22,2022-08-31,572363,55,15:46,4
16:30,2022-06-19,555201,55,16:53,10
20:22,2020-11-23,595111,248,21:17,5
14:59,2021-05-19,451107,33,16:54,10
18:56,2020-11-08,535858,38,19:06,14
10:30,2021-10-28,429765,243,13:11,12
14:36,2020-03-09,551505,142,20:48,11
18:46,2021-02-08,464767,154,19:10,11
20:00,2021-08-21,417402,25,20:38,6
13:56,2022-01-11,415723,66,21:54,14
10:33,2021-11-11,485904,103,17:49,10
11:58,2022-01-19,503900,63,19:27,7
13:08,2020-03-09,576437,234,17:45,5
09:04,2022-12-05,430673,218,18:14,10
15:58,2020-05-29,470852,123,21:45,2
19:23,2021-06-15,483011,40,20:19,6
15:44,2021-03-08,482607,11,17:44,15
13:30,2020-11-13,579642,155,18:42,11
20:09,2021-02-18,433782,32,21:30,12
14:05,2021-12-22,480448,37,18:12,14
21:28,2020-06-10,467938,110,21:52,8
17:13,2020-02-07,538813,276,19:31,3
12:21,2022-08-25,591260,201,21:02,8
17:09,2021-10-16,572140,140,19:35,15
16:14,2021-05-30,569461,245,21:57,14
12:26,2022-09-29,556497,299,17:56,1
18:29,2022-07-10,512475,22,18:37,14
19:28,2020-06-09,485757,86,21:58,13
10:19,2023-01-29,463244,114,19:35,4
20:49,2020-07-18,533909,283,21:08,12
16:28,2020-09-05,411277,160,17:09,8
15:59,2021-10-17,468284,48,19:15,1
15:15,2022-06-16,489096,170,15:25,12
19:03,2020-09-01,484155,94,20:40,2
10:20,2022-03-29,434501,66,11:45,8
18:52,2020-05-03,497907,209,21:15,15
17:14,2020-07-04,450100,157,19:09,5
21:52,2020-12-10,439181,198,21:54,11
13:42,2021-01-25,469752,140,17:59,12
15:55,2021-09-30,573381,178,19:28,6
18:53,2020-01-06,589267,30,21:11,13
13:56,2020-11-06,598897,292,17:36,15
12:18,2020-01-04,551417,49,18:01,11
16:20,2022-09-02,436436,44,16:51,9
10:45,2022-02-23,409422,96,13:13,3
18:24,2022-06-25,406872,35,18:48,6
14:55,2023-01-29,592678,284,15:33,14
14:30,2021-10-25,463839,125,16:32,7
10:27,2021-02-07,493769,124,12:53,6
18:10,2021-01-27,489352,179,19:30,12
17:38,2020-03-06,427931,58,18:25,10
10:04,2021-05-30,409103,8,18:38,13
14:30,2022-03-20,505559,236,20:45,6
21:59,2022-09-21,401847,148,21:59,12
20:01,2021-07-23,498870,234,20:19,11
17:06,2021-07-07,470274,163,18:30,3
13:45,2022-07-26,484057,70,19:26,6
17:15,2022-12-23,464142,298,19:13,12
17:11,2021-09-24,508390,287,21:18,10
17:52,2021-02-09,505798,82,21:59,7
15:23,2021-04-19,599500,14,19:58,14
15:36,2021-03-12,509907,261,16:55,13
19:29,2021-04-24,580877,155,20:06,11
21:30,2020-01-17,569226,152,21:47,14
17:47,2022-05-24,557419,75,21:28,2
21:27,2021-06-14,564350,0,21:49,10
12:20,2021-07-11,414081,34,18:35,4
09:13,2020-01-01,468308,64,10:57,14
13:21,2022-11-09,418530,124,15:51,4
16:03,2020-04-09,486153,84,16:52,11
18:27,2021-10-21,489527,79,18:54,4
10:43,2021-03-02,415907,162,21:29,3
18:51,2022-07-30,477133,260,21:39,14
16:45,2022-10-25,495406,190,18:31,5
13:57,2020-02-11,441456,150,15:50,7
15:49,2020-12-17,418632,181,19:29,13
19:31,2021-02-16,429296,127,19:55,14
12:02,2021-05-03,512622,233,19:03,13
13:04,2020-03-26,480233,270,16:32,9
15:24,2020-03-11,524329,258,21:30,1
16:20,2022-08-18,492481,243,21:13,14
14:25,2022-05-09,589327,137,16:45,14
18:26,2021-09-04,510874,294,19:40,4
14:04,2021-06-27,455821,214,15:20,15
09:39,2021-01-27,589854,83,20:14,3
14:20,2020-02-10,600542,253,21:17,13
20:45,2021-10-29,453569,154,21:24,5
14:20,2023-01-13,578979,49,19:48,7
20:08,2022-04-30,414117,215,21:11,6
10:37,2021-10-14,508064,241,16:55,12
19:20,2021-07-20,496501,162,19:40,8
17:23,2022-11-05,532908,73,19:45,2
21:47,2022-04-16,470140,55,21:57,2
16:19,2022-02-11,429969,111,20:52,14
17:29,2022-01-12,402303,175,21:05,7
11:34,2022-02-09,451312,58,13:48,13
09:39,2020-02-14,459618,267,09:39,11
09:11,2021-05-18,515921,178,14:09,11
11:00,2022-03-23,406595,290,20:57,10
09:46,2021-04-14,544132,75,10:32,15
21:50,2021-03-13,402542,232,21:59,4
18:01,2020-03-19,600399,176,19:20,15
10:37,2021-12-22,499014,134,21:47,6
17:21,2020-07-12,559131,221,20:59,2
19:18,2022-01-01,527007,120,19:28,8
09:01,2020-04-25,511834,231,12:02,11
18:25,2022-09-26,472102,82,20:01,13
21:10,2020-12-01,411538,267,21:32,9
19:00,2022-07-31,483300,153,19:07,10
16:05,2020-07-08,508640,174,20:49,3
19:20,2020-04-14,409330,48,21:11,15
21:46,2022-10-04,476927,280,21:56,8
11:14,2022-06-11,534633,250,17:11,14
16:07,2021-10-22,499288,179,18:46,13
11:14,2021-11-06,412028,126,14:12,8
09:27,2022-07-27,412225,284,16:38,8
21:44,2022-08-01,561515,261,21:59,7
10:19,2021-02-14,591437,49,18:47,6
18:07,2020-01-28,574962,208,18:35,7
11:38,2021-01-09,458938,298,16:01,11
15:23,2020-07-10,575199,102,17:09,11
14:49,2021-09-18,556854,190,20:03,15
09:29,2021-06-09,551225,234,10:16,6
20:28,2022-04-09,537628,105,21:06,10
15:15,2020-08-22,411888,110,15:31,9
10:31,2021-02-16,581303,219,17:59,9
14:18,2021-04-05,485267,276,19:55,2
16:40,2022-12-14,508490,251,19:38,11
18:57,2020-11-09,527716,96,19:07,7
09:52,2020-09-14,420867,118,18:49,5
13:13,2021-01-16,405287,103,17:21,6
09:55,2020-11-16,421769,178,15:28,2
12:52,2020-06-08,514698,50,19:44,13
19:41,2022-05-05,428124,215,20:34,13
16:05,2021-10-24,571787,27,16:23,1
20:42,2022-03-02,516018,155,21:53,9
17:35,2020-08-15,435355,224,21:43,9
18:08,2021-09-02,596980,214,21:00,7
10:41,2021-02-27,408509,181,17:09,7
13:12,2021-11-01,593375,137,21:53,4
17:46,2020-07-27,484761,87,18:28,10
11:57,2020-02-22,461292,61,13:20,4
18:33,2020-12-20,541762,95,19:40,15
14:24,2021-03-01,593561,118,16:42,3
16:39,2022-08-25,404985,57,19:59,12
09:50,2022-06-30,488064,70,11:49,13
11:16,2021-01-29,540049,41,21:55,11
11:24,2022-10-03,600617,247,13:15,6
18:14,2021-02-13,530623,166,19:53,1
11:31,2022-01-04,532262,21,21:38,12
20:42,2022-09-29,480395,52,21:39,3
11:47,2021-02-13,464266,97,17:16,8
11:42,2022-12-08,459458,125,20:23,4
20:17,2020-12-15,429342,31,20:51,3
19:45,2021-02-13,551940,218,20:45,10
18:42,2020-07-22,486216,69,20:19,13
19:15,2020-09-22,450353,252,19:55,6
19:33,2022-01-14,598247,270,21:49,5
15:18,2022-02-27,529094,248,17:52,3
16:59,2020-11-02,568260,37,20:51,3
11:05,2021-10-14,531993,195,14:53,8
12:47,2021-06-19,585365,72,17:55,6
17:58,2022-01-17,511785,215,18:36,11
12:40,2022-12-15,569278,181,19:41,1
19:42,2021-01-18,481508,182,21:53,4
16:30,2021-01-04,459402,115,19:39,7
10:39,2020-01-26,465832,15,19:21,4
21:58,2021-04-07,511112,152,21:59,5
20:05,2021-02-12,590547,172,20:32,10
11:51,2022-02-12,529086,133,19:46,5
19:31,2020-05-05,476695,200,20:41,12
20:20,2022-12-31,429550,291,21:09,2
15:53,2020-01-09,545661,64,18:53,2
12:31,2022-05-07,408542,200,21:05,5
16:11,2020-07-29,583583,136,17:23,5
14:08,2020-03-11,424812,210,20:28,9
12:01,2022-06-25,444658,253,12:08,8
09:13,2021-06-27,598019,283,14:34,11
18:04,2021-01-20,446393,58,18:40,8
19:26,2022-04-03,470046,25,19:53,13
18:24,2021-03-25,492130,162,20:57,3
17:48,2020-01-29,560112,146,19:32,13
16:38,2022-08-13,525701,106,20:10,15
10:10,2021-12-19,514982,186,21:10,8
11:09,2020-08-11,557963,207,13:01,10
15:27,2020-02-13,509469,26,17:44,14
09:46,2022-11-27,531964,132,13:44,15
13:50,2022-04-12,585244,261,19:29,10
10:14,2022-11-25,413579,251,20:19,9
13:47,2022-05-15,592197,116,20:03,1
18:03,2021-09-14,536687,171,20:02,13
17:23,2022-08-25,521656,93,17:49,9
21:02,2020-08-18,492505,199,21:43,8
10:47,2020-02-17,497077,131,11:54,14
12:33,2020-07-28,585768,266,20:04,6
17:13,2022-08-21,472564,239,20:51,9
12:48,2022-01-11,528995,266,17:47,7
14:37,2021-08-01,411541,48,16:39,15
15:23,2022-08-26,483164,15,17:06,12
19:40,2021-08-11,490981,192,20:26,1
10:22,2021-06-22,509157,80,21:41,7
15:36,2020-08-01,540374,168,15:43,9
13:12,2021-04-28,469306,183,18:59,11
16:33,2020-05-30,545806,283,19:52,3
20:56,2021-02-06,590007,0,20:58,4
10:34,2022-07-11,487470,247,18:58,5
19:10,2020-12-25,467553,255,20:29,14
11:17,2020-06-02,539551,150,21:38,11
10:22,2020-04-05,465011,90,13:47,1
18:54,2020-07-06,532264,194,19:16,6
18:12,2021-05-01,483393,88,19:10,1
17:14,2022-05-10,559995,108,21:12,1
10:25,2020-01-27,459404,162,15:55,14
13:29,2022-03-01,509579,113,15:31,1
15:06,2021-01-14,410930,291,19:29,6
13:48,2021-06-18,524154,240,14:26,1
17:05,2020-02-20,556313,126,18:02,7
09:53,2020-11-18,403024,160,19:35,5
15:07,2022-11-23,581740,267,20:41,4
18:11,2022-06-04,515238,202,18:27,8
20:33,2020-09-25,422059,6,20:45,12
19:53,2020-10-27,488080,171,20:35,1
10:33,2021-03-08,594375,254,14:27,2
10:48,2023-01-27,566717,129,13:41,14
15:15,2023-01-06,540665,31,15:36,10
17:14,2021-04-20,572436,111,20:24,6
10:40,2020-01-07,599277,83,11:51,2
12:54,2020-05-28,415449,268,18:12,3
21:15,2020-01-18,558762,138,21:27,4
20:06,2021-01-06,419655,224,21:23,7
09:00,2020-03-03,551002,188,17:13,5
15:20,2021-10-08,569363,50,21:04,4
20:58,2022-04-22,509592,274,21:57,4
13:48,2020-04-01,530825,174,20:26,15
10:36,2021-12-31,498376,141,21:52,14
20:43,2020-01-01,575532,182,20:51,6
18:18,2021-05-01,429265,245,19:17,14
17:52,2022-06-15,536111,179,18:57,10
10:17,2022-01-02,542177,76,20:06,11
17:29,2022-08-18,442664,137,20:59,4
11:38,2023-01-25,402108,77,19:33,6
19:13,2022-10-28,576830,230,21:05,4
12:21,2021-06-14,589224,56,17:16,3
17:54,2020-02-21,415761,141,19:01,3
20:58,2021-08-21,597170,53,21:21,4
18:48,2021-03-03,430657,191,20:31,7
15:26,2020-04-16,529772,74,20:55,3
10:15,2022-06-17,561845,164,10:56,1
10:11,2022-10-20,518896,89,10:45,5
14:32,2021-01-25,418231,8,18:29,15
17:40,2021-07-22,579492,232,18:23,11
20:26,2021-12-31,449617,279,21:58,7
12:22,2020-03-23,413776,256,17:14,9
18:53,2022-02-05,431104,111,20:13,9
13:08,2022-11-06,533844,61,19:38,13
13:06,2020-02-07,481041,37,14:59,1
20:16,2022-10-20,464342,196,21:22,6
18:50,2020-10-18,551999,111,19:22,9
18:37,2021-03-22,429553,60,20:13,4
12:24,2020-07-01,421527,8,13:20,8
09:47,2020-01-11,509013,13,21:26,14
20:00,2021-01-14,481726,298,20:16,14
16:26,2022-06-05,521561,23,17:27,3
19:10,2022-07-06,551279,184,20:16,6
10:05,2022-12-07,475893,65,14:20,6
20:56,2022-07-07,439918,156,21:36,10
19:43,2021-06-29,432040,195,20:02,10
09:19,2020-12-20,443018,123,21:20,14
12:50,2021-04-25,405655,217,19:59,4
19:12,2022-12-21,564148,139,19:15,5
17:04,2020-07-28,496516,278,21:50,4
11:08,2021-12-29,535524,295,14:20,15
15:44,2021-09-19,420845,53,18:47,14
18:02,2020-02-20,548996,114,21:54,10
21:39,2022-10-24,421389,21,21:56,15
15:46,2022-11-24,483386,201,16:56,2
18:42,2022-11-12,506505,76,21:47,8
11:26,2020-02-01,500338,279,16:18,7
12:47,2021-02-07,421077,124,18:42,10
20:26,2022-01-16,443932,49,20:47,2
21:57,2022-12-14,557448,140,21:59,3
19:13,2022-09-18,418242,206,21:09,10
11:48,2022-07-21,495401,144,15:36,1
11:54,2021-10-24,490742,109,12:24,2
19:58,2021-08-29,518977,265,20:42,5
10:21,2020-08-28,524995,73,17:26,11
20:23,2022-11-08,436808,266,20:46,12
11:17,2021-09-17,404148,297,15:50,8
14:43,2021-09-07,491750,169,21:11,8
10:32,2020-12-03,508266,88,15:29,1
19:46,2022-06-11,434129,153,21:32,1
20:50,2021-06-08,542078,72,21:09,13
14:59,2021-03-02,464069,102,16:58,3
16:06,2021-10-24,448003,219,16:39,14
17:28,2022-09-27,554551,94,21:21,3
19:49,2021-02-13,461862,134,20:03,5
13:08,2021-12-15,471585,258,19:01,12
19:22,2021-05-21,554450,58,20:40,10
10:00,2021-11-20,498847,70,13:50,4
15:30,2022-04-03,520928,96,16:56,10
09:34,2020-06-15,595617,83,21:08,6
19:11,2022-07-07,516318,188,20:00,3
09:13,2020-02-29,522149,108,21:54,9
15:36,2021-08-11,508653,49,17:29,4
12:12,2020-09-19,557843,94,15:11,4
21:43,2021-08-15,405834,224,21:54,10
17:09,2022-01-17,548060,186,20:22,10
20:52,2021-01-29,568277,271,21:36,7
18:39,2021-10-30,432455,220,19:11,1
12:45,2021-09-30,482444,30,21:57,10
14:58,2022-05-23,428961,17,15:43,7
20:11,2021-12-10,516191,49,20:20,3
20:26,2022-04-07,424992,99,21:33,2
12:28,2020-09-07,429900,243,17:37,10
10:02,2022-10-18,408969,97,16:15,2
11:25,2022-04-13,467400,3,21:39,13
21:00,2020-10-05,421601,174,21:16,15
13:53,2021-03-23,416335,252,16:28,4
17:18,2022-11-30,518972,138,18:09,4
15:26,2021-06-21,512601,284,19:45,5
20:43,2020-03-02,521434,106,21:02,11
10:58,2022-11-23,533218,11,20:19,6
14:06,2022-08-15,433668,137,19:23,2
13:12,2022-07-06,436854,238,17:35,14
18:26,2021-06-22,563234,140,19:25,9
15:40,2021-01-31,487295,1,19:15,6
14:59,2021-03-09,489813,258,17:28,14
21:05,2021-12-15,485232,77,21:06,13
14:31,2022-05-19,408799,168,18:46,10
13:42,2022-06-30,547349,66,21:14,9
19:21,2022-12-23,588377,106,20:48,4
09:28,2021-03-31,559074,274,21:45,2
10:20,2020-02-07,494651,75,10:27,10
20:06,2022-03-03,520665,184,21:54,15
12:37,2022-03-15,459720,144,17:31,2
09:41,2022-08-25,552220,41,16:17,6
17:56,2021-01-04,471118,138,18:16,5
13:33,2021-02-19,589466,1,13:55,6
13:17,2022-02-22,453114,36,17:12,6
20:04,2022-08-21,407558,123,21:48,5
18:15,2020-04-15,588701,200,19:17,4
17:42,2022-09-02,577241,95,21:19,7
18:14,2021-04-04,542670,44,18:26,3
17:33,2020-09-20,570408,300,17:59,7
09:41,2022-10-21,584364,102,11:24,7
11:29,2022-09-03,495496,234,18:21,12
16:45,2020-08-09,485019,62,21:41,11
16:39,2021-10-11,590551,67,20:22,14
13:40,2022-02-15,523802,70,20:43,8
11:17,2020-04-30,597903,52,20:34,5
18:11,2020-10-09,475559,283,19:36,8
15:26,2021-10-02,507193,72,21:45,11
13:41,2022-02-17,519398,0,19:48,13
12:32,2021-02-01,525598,147,20:04,5
18:29,2021-09-13,419928,105,19:25,6
15:57,2022-12-15,505230,134,15:58,9
18:49,2020-12-29,538232,254,19:22,5
21:58,2022-12-04,426529,98,21:58,1
09:41,2022-03-14,442451,228,18:25,14
10:43,2020-09-13,600507,127,16:36,12
12:01,2022-04-11,445670,12,15:50,9
12:07,2020-07-27,600692,46,16:34,9
16:50,2022-12-25,582301,186,16:52,15
16:47,2022-03-02,461438,290,21:16,7
09:49,2022-02-23,455351,140,11:18,6
11:30,2022-10-07,460230,45,19:01,13
11:36,2020-05-05,465479,215,19:33,5
17:56,2020-11-28,468304,5,18:30,13
16:13,2020-01-06,553272,248,17:04,4
16:27,2020-06-07,503420,45,20:41,9
21:54,2020-05-08,437073,214,21:56,4
10:35,2020-04-05,506869,186,13:09,6
16:28,2022-03-04,443335,290,21:47,10
14:15,2021-03-20,463355,218,19:10,4
09:31,2023-01-25,470086,219,19:07,10
10:35,2020-10-24,414768,51,19:04,7
11:12,2021-06-25,537028,284,16:30,8
17:46,2020-08-22,597621,14,21:13,2
10:44,2020-07-12,565595,82,21:33,14
21:36,2022-02-02,428367,138,21:58,8
11:17,2021-09-21,552404,108,12:40,7
18:35,2020-07-19,537558,119,21:19,5
21:44,2020-05-27,438897,271,21:51,15
13:11,2022-02-11,596202,33,15:41,8
18:40,2020-03-17,549289,264,19:21,3
14:57,2020-06-21,415146,137,18:10,9
10:28,2022-04-23,585704,32,21:36,5
12:22,2022-11-16,414074,119,15:29,14
10:26,2021-09-14,594125,118,11:01,2
13:09,2021-09-09,516010,114,16:33,14
21:28,2020-07-11,540212,233,21:39,1
13:46,2020-08-08,537643,289,16:05,11
18:02,2021-12-18,503581,85,21:52,1
17:26,2020-07-25,575165,81,21:03,15
20:23,2021-11-26,559200,56,21:48,13
19:25,2022-09-25,455266,53,19:46,10
16:20,2021-11-28,527418,139,17:15,10
09:17,2022-07-16,571526,99,10:55,12
09:49,2020-07-04,536945,134,13:38,14
14:13,2021-06-02,465487,265,16:46,7
10:03,2021-11-21,501665,295,12:32,7
09:46,2022-03-03,505877,114,14:45,13
17:09,2021-04-06,501768,151,21:35,7
13:59,2020-04-13,545797,192,19:22,14
13:21,2021-08-22,488916,238,18:32,6
11:34,2020-03-22,437666,179,13:01,3
13:05,2020-03-04,404067,124,13:46,11
11:04,2022-04-22,564414,92,12:17,13
09:39,2022-02-12,530953,28,15:01,7
18:41,2022-02-17,541604,65,19:37,13
21:16,2020-09-14,488278,53,21:16,13
13:46,2022-02-16,535627,279,18:49,15
13:37,2023-01-23,495799,131,20:41,12
13:10,2021-11-02,408638,26,16:40,13
20:58,2022-12-13,589367,170,21:38,4
14:55,2021-09-29,573149,207,16:30,10
17:59,2021-08-29,573919,90,18:34,6
12:28,2021-01-05,581296,227,13:57,4
11:51,2021-04-10,597143,74,14:37,7
20:56,2020-07-12,591732,279,21:02,6
11:25,2022-07-08,583254,265,18:21,9
17:07,2022-09-03,482146,165,18:45,1
14:36,2022-12-17,459044,86,17:49,1
13:51,2021-04-23,574940,206,17:29,1
09:13,2021-05-08,417706,274,16:55,8
15:25,2020-01-09,577333,216,20:39,13
18:42,2022-06-07,534041,39,21:03,14
13:20,2020-01-08,417654,10,19:32,5
15:17,2021-03-15,535427,177,17:49,7
13:02,2022-07-31,482147,275,13:11,9
19:31,2022-01-27,501862,226,21:16,13
19:38,2021-12-30,589666,106,21:05,11
20:41,2021-12-09,596575,103,21:59,10
20:31,2020-01-09,420824,163,21:52,7
11:04,2021-03-17,427881,78,13:33,14
12:20,2020-08-20,446168,4,16:43,10
13:10,2022-11-14,487680,277,18:32,3
21:05,2023-01-10,590540,79,21:29,4
20:41,2021-03-06,550159,26,21:07,7
17:43,2022-02-06,501708,82,18:30,8
16:40,2022-07-04,532495,191,17:29,10
19:01,2020-12-24,407658,2,20:23,5
15:27,2020-10-21,581873,50,18:49,10
10:13,2020-09-01,540039,257,15:17,12
10:56,2021-09-19,412429,205,21:53,14
13:05,2023-01-15,479276,188,18:09,3
14:44,2022-03-28,587725,41,15:51,14
19:27,2022-11-21,473282,146,20:51,10
16:22,2020-08-08,499362,93,19:04,3
11:32,2021-12-09,527520,252,11:39,15
10:11,2022-04-14,430103,82,10:39,4
18:04,2022-02-25,405316,109,19:51,5
17:33,2022-07-20,541997,73,21:36,6
13:07,2021-03-26,433730,280,16:24,9
10:57,2022-07-22,551945,217,19:59,4
14:41,2020-06-19,575893,142,19:30,15
13:00,2021-03-07,567810,109,13:33,10
20:06,2022-09-13,564297,5,20:31,5
09:37,2021-08-13,561740,275,18:28,4
18:41,2021-07-16,406474,264,19:55,3
20:07,2022-11-19,440123,232,21:52,1
21:01,2022-07-07,554915,193,21:14,3
14:34,2022-03-28,439016,63,15:46,12
16:43,2020-05-16,490655,137,20:06,7
19:59,2020-05-26,446162,196,20:49,5
14:32,2020-08-20,548324,72,16:02,9
09:56,2021-05-13,536952,180,11:18,10
15:01,2021-05-21,498695,191,20:24,1
18:27,2020-07-08,547274,109,20:50,2
21:48,2021-03-28,547181,32,21:52,6
20:47,2021-03-09,429063,273,21:43,1
15:39,2021-05-11,528143,192,20:00,8
12:06,2022-04-26,591566,151,16:09,9
21:18,2022-12-26,440773,47,21:50,15
17:32,2020-06-15,565862,82,20:34,12
10:07,2021-06-02,594334,146,17:12,14
17:55,2020-02-18,574119,187,19:01,6
12:11,2022-02-17,487219,81,13:40,8
10:47,2023-01-19,576084,268,16:51,2
09:14,2020-10-31,451804,39,18:09,7
16:31,2021-01-11,421960,225,18:35,7
16:45,2023-01-01,501458,90,19:51,7
15:10,2023-01-31,575035,121,20:20,11
10:35,2022-12-04,407086,78,16:40,8
15:02,2020-10-26,582284,239,18:30,2
21:08,2022-05-22,462357,22,21:32,1
10:13,2020-12-17,508486,59,17:06,12
11:24,2020-03-14,563901,96,11:52,11
13:18,2021-01-20,564049,162,14:36,10
09:38,2020-11-29,432602,292,14:35,11
14:22,2022-11-25,519456,156,21:12,3
17:30,2022-07-20,411212,75,19:41,8
13:15,2021-07-07,496196,190,18:09,7
11:01,2022-07-02,592867,298,12:10,10
10:34,2022-01-09,502178,169,13:10,13
21:00,2022-03-26,581194,257,21:48,1
18:44,2020-05-14,576724,67,18:46,14
13:44,2022-02-03,459078,30,21:37,3
11:49,2022-06-05,505817,36,13:58,13
11:44,2021-12-03,427495,75,17:43,14
20:27,2022-02-10,573912,199,21:20,14
09:24,2020-05-29,402389,4,20:22,10
20:43,2023-01-17,485443,213,20:53,7
12:55,2021-09-24,529337,176,16:54,15
12:59,2021-10-18,476883,179,18:23,6
16:03,2022-05-12,429752,233,17:11,6
18:51,2021-10-11,465656,288,19:19,4
09:03,2022-07-16,417174,101,12:33,11
13:32,2021-06-06,414592,248,20:31,3
10:41,2022-04-30,476823,48,13:52,6
16:05,2020-12-25,463887,185,21:25,5
09:05,2021-10-13,582762,288,10:10,4
15:09,2020-11-12,596460,47,21:36,15
17:45,2021-12-30,504928,276,21:18,7
20:15,2021-04-13,426643,184,21:17,14
10:30,2020-06-27,472488,32,17:56,12
13:38,2022-05-29,515433,238,16:31,14
17:39,2022-03-03,511706,156,20:34,15
10:35,2022-01-25,461066,284,14:02,9
12:26,2020-09-11,428069,91,13:07,2
15:22,2020-07-09,530063,99,21:22,13
10:01,2020-09-22,561616,27,11:51,14
09:32,2022-05-25,470009,155,20:16,13
16:15,2022-07-20,406645,9,21:48,12
09:29,2022-10-22,463731,160,15:38,7
11:15,2022-07-10,546622,11,18:32,4
13:34,2020-04-13,559755,4,20:50,14
12:44,2022-05-30,552910,65,15:43,8
21:34,2021-01-04,494743,190,21:58,2
13:51,2021-11-30,579651,81,18:20,1
10:49,2021-10-25,473613,26,19:19,11
15:45,2021-07-11,486147,278,17:34,9
13:57,2021-08-19,491819,265,21:21,1
21:53,2022-12-21,487296,235,21:57,6
20:53,2023-01-15,584414,234,21:50,1
15:01,2021-09-08,544791,159,19:41,14
10:23,2020-02-01,442781,141,20:29,10
15:46,2021-03-25,410742,250,16:04,15
20:43,2020-09-03,519474,27,20:52,3
17:24,2020-03-22,420678,223,21:06,9
11:52,2020-09-18,564888,276,19:22,10
14:11,2023-01-30,576918,264,16:26,14
20:50,2020-07-26,426320,56,21:32,14
17:17,2022-04-28,512404,155,17:54,12
18:11,2021-06-19,413378,153,18:56,7
10:36,2021-01-15,425090,151,12:47,13
11:22,2022-03-20,518852,35,11:52,13
20:45,2021-01-14,509489,47,21:20,7
11:13,2021-08-24,519246,103,11:36,3
20:16,2022-05-25,553609,123,21:58,10
09:26,2022-02-03,414552,257,16:39,6
15:03,2021-03-03,505530,285,20:45,2
15:02,2021-04-27,442201,17,15:55,6
21:19,2020-08-25,458363,280,21:44,13
10:56,2020-10-19,579111,9,19:39,9
16:02,2022-01-12,483871,123,19:38,12
21:37,2020-10-26,412662,285,21:42,3
18:06,2021-12-11,475959,46,18:49,7
19:01,2021-07-22,432641,202,21:30,5
21:18,2021-12-03,514406,271,21:49,7
15:00,2021-05-24,550602,105,18:14,10
17:57,2022-03-09,574721,104,21:23,14
10:31,2020-10-10,443224,130,20:57,1
20:40,2022-05-07,597981,200,21:28,13
18:28,2020-03-11,434362,183,18:38,10
09:45,2020-06-20,471927,129,18:53,10
12:28,2022-06-01,435562,173,19:41,13
18:55,2022-08-10,543711,209,20:27,11
21:40,2020-04-13,543277,270,21:51,11
19:15,2022-01-02,506359,75,21:57,2
18:16,2021-08-25,409998,128,20:03,13
13:57,2021-02-13,514386,104,21:57,2
15:03,2021-11-29,446260,265,16:42,12
13:45,2020-08-12,589498,206,17:05,5
19:45,2020-05-13,422901,257,20:01,13
21:56,2020-12-12,447831,120,21:57,15
21:41,2021-04-12,553752,220,21:47,2
15:47,2022-04-05,571854,292,18:46,10
18:27,2021-02-28,458566,56,21:13,9
09:22,2022-03-25,509642,294,11:36,9
15:59,2020-06-28,562902,300,18:59,2
10:47,2021-05-03,437248,225,21:23,8
15:44,2021-09-19,496679,55,17:58,12
15:55,2020-06-01,551046,33,17:24,5
10:16,2022-03-07,410538,287,16:16,15
14:49,2020-04-19,598474,35,17:54,3
14:10,2020-05-27,532764,141,17:50,12
21:03,2022-01-20,454708,52,21:59,15
20:46,2020-10-02,520913,275,21:02,14
19:07,2020-03-19,458293,143,21:05,12
21:58,2021-04-06,559162,27,21:59,10
10:44,2021-11-21,479236,196,21:33,4
12:14,2020-01-11,496422,66,16:52,8
